name,description,guestCpus,memoryMb,zone,deprecationStatus,isSharedCpu
n2-highcpu-32,32 vCPUs 32 GB RAM,32,32768,zones/europe-west3-a,,False
n2-highcpu-4,4 vCPUs 4 GB RAM,4,4096,zones/europe-west3-a,,False
n2-highcpu-48,48 vCPUs 48 GB RAM,48,49152,zones/europe-west3-a,,False
n2-highcpu-64,64 vCPUs 64 GB RAM,64,65536,zones/europe-west3-a,,False
n2-highcpu-8,8 vCPUs 8 GB RAM,8,8192,zones/europe-west3-a,,False
n2-highcpu-80,80 vCPUs 80 GB RAM,80,81920,zones/europe-west3-a,,False
n2-highcpu-96,96 vCPUs 96 GB RAM,96,98304,zones/europe-west3-a,,False
n2-highmem-128,128 vCPUs 864 GB RAM,128,884736,zones/europe-west3-a,,False
n2-highmem-16,16 vCPUs 128 GB RAM,16,131072,zones/europe-west3-a,,False
n2-highmem-2,2 vCPUs 16 GB RAM,2,16384,zones/europe-west3-a,,False
n2-highmem-32,32 vCPUs 256 GB RAM,32,262144,zones/europe-west3-a,,False
n2-highmem-4,4 vCPUs 32 GB RAM,4,32768,zones/europe-west3-a,,False
n2-highmem-48,48 vCPUs 384 GB RAM,48,393216,zones/europe-west3-a,,False
n2-highmem-64,64 vCPUs 512 GB RAM,64,524288,zones/europe-west3-a,,False
n2-highmem-8,8 vCPUs 64 GB RAM,8,65536,zones/europe-west3-a,,False
n2-highmem-80,80 vCPUs 640 GB RAM,80,655360,zones/europe-west3-a,,False
n2-highmem-96,96 vCPUs 768 GB RAM,96,786432,zones/europe-west3-a,,False
n2-standard-128,128 vCPUs 512 GB RAM,128,524288,zones/europe-west3-a,,False
n2-standard-16,16 vCPUs 64 GB RAM,16,65536,zones/europe-west3-a,,False
n2-standard-2,2 vCPUs 8 GB RAM,2,8192,zones/europe-west3-a,,False
n2-standard-32,32 vCPUs 128 GB RAM,32,131072,zones/europe-west3-a,,False
n2-standard-4,4 vCPUs 16 GB RAM,4,16384,zones/europe-west3-a,,False
n2-standard-48,48 vCPUs 192 GB RAM,48,196608,zones/europe-west3-a,,False
n2-standard-64,64 vCPUs 256 GB RAM,64,262144,zones/europe-west3-a,,False
n2-standard-8,8 vCPUs 32 GB RAM,8,32768,zones/europe-west3-a,,False
n2-standard-80,80 vCPUs 320 GB RAM,80,327680,zones/europe-west3-a,,False
n2-standard-96,96 vCPUs 384 GB RAM,96,393216,zones/europe-west3-a,,False
n2d-highcpu-128,128 vCPUs 128 GB RAM,128,131072,zones/europe-west3-a,,False
n2d-highcpu-16,16 vCPUs 16 GB RAM,16,16384,zones/europe-west3-a,,False
n2d-highcpu-2,2 vCPUs 2 GB RAM,2,2048,zones/europe-west3-a,,False
n2d-highcpu-224,224 vCPUs 224 GB RAM,224,229376,zones/europe-west3-a,,False
n2d-highcpu-32,32 vCPUs 32 GB RAM,32,32768,zones/europe-west3-a,,False
n2d-highcpu-4,4 vCPUs 4 GB RAM,4,4096,zones/europe-west3-a,,False
n2d-highcpu-48,48 vCPUs 48 GB RAM,48,49152,zones/europe-west3-a,,False
n2d-highcpu-64,64 vCPUs 64 GB RAM,64,65536,zones/europe-west3-a,,False
n2d-highcpu-8,8 vCPUs 8 GB RAM,8,8192,zones/europe-west3-a,,False
n2d-highcpu-80,80 vCPUs 80 GB RAM,80,81920,zones/europe-west3-a,,False
n2d-highcpu-96,96 vCPUs 96 GB RAM,96,98304,zones/europe-west3-a,,False
n2d-highmem-16,16 vCPUs 128 GB RAM,16,131072,zones/europe-west3-a,,False
n2d-highmem-2,2 vCPUs 16 GB RAM,2,16384,zones/europe-west3-a,,False
n2d-highmem-32,32 vCPUs 256 GB RAM,32,262144,zones/europe-west3-a,,False
n2d-highmem-4,4 vCPUs 32 GB RAM,4,32768,zones/europe-west3-a,,False
n2d-highmem-48,48 vCPUs 384 GB RAM,48,393216,zones/europe-west3-a,,False
n2d-highmem-64,64 vCPUs 512 GB RAM,64,524288,zones/europe-west3-a,,False
n2d-highmem-8,8 vCPUs 64 GB RAM,8,65536,zones/europe-west3-a,,False
n2d-highmem-80,80 vCPUs 640 GB RAM,80,655360,zones/europe-west3-a,,False
n2d-highmem-96,96 vCPUs 768 GB RAM,96,786432,zones/europe-west3-a,,False
n2d-standard-128,128 vCPUs 512 GB RAM,128,524288,zones/europe-west3-a,,False
n2d-standard-16,16 vCPUs 64 GB RAM,16,65536,zones/europe-west3-a,,False
n2d-standard-2,2 vCPUs 8 GB RAM,2,8192,zones/europe-west3-a,,False
n2d-standard-224,224 vCPUs 896 GB RAM,224,917504,zones/europe-west3-a,,False
n2d-standard-32,32 vCPUs 128 GB RAM,32,131072,zones/europe-west3-a,,False
n2d-standard-4,4 vCPUs 16 GB RAM,4,16384,zones/europe-west3-a,,False
n2d-standard-48,48 vCPUs 192 GB RAM,48,196608,zones/europe-west3-a,,False
n2d-standard-64,64 vCPUs 256 GB RAM,64,262144,zones/europe-west3-a,,False
n2d-standard-8,8 vCPUs 32 GB RAM,8,32768,zones/europe-west3-a,,False
n2d-standard-80,80 vCPUs 320 GB RAM,80,327680,zones/europe-west3-a,,False
n2d-standard-96,96 vCPUs 384 GB RAM,96,393216,zones/europe-west3-a,,False
n4-highcpu-16,"16 vCPUs, 32 GB RAM",16,32768,zones/europe-west3-a,,False
n4-highcpu-2,"2 vCPUs, 4 GB RAM",2,4096,zones/europe-west3-a,,False
n4-highcpu-32,"32 vCPUs, 64 GB RAM",32,65536,zones/europe-west3-a,,False
n4-highcpu-4,"4 vCPUs, 8 GB RAM",4,8192,zones/europe-west3-a,,False
n4-highcpu-48,"48 vCPUs, 96 GB RAM",48,98304,zones/europe-west3-a,,False
n4-highcpu-64,"64 vCPUs, 128 GB RAM",64,131072,zones/europe-west3-a,,False
n4-highcpu-8,"8 vCPUs, 16 GB RAM",8,16384,zones/europe-west3-a,,False
n4-highcpu-80,"80 vCPUs, 160 GB RAM",80,163840,zones/europe-west3-a,,False
n4-highmem-16,"16 vCPUs, 128 GB RAM",16,131072,zones/europe-west3-a,,False
n4-highmem-2,"2 vCPUs, 16 GB RAM",2,16384,zones/europe-west3-a,,False
n4-highmem-32,"32 vCPUs, 256 GB RAM",32,262144,zones/europe-west3-a,,False
n4-highmem-4,"4 vCPUs, 32 GB RAM",4,32768,zones/europe-west3-a,,False
n4-highmem-48,"48 vCPUs, 384 GB RAM",48,393216,zones/europe-west3-a,,False
n4-highmem-64,"64 vCPUs, 512 GB RAM",64,524288,zones/europe-west3-a,,False
n4-highmem-8,"8 vCPUs, 64 GB RAM",8,65536,zones/europe-west3-a,,False
n4-highmem-80,"80 vCPUs, 640 GB RAM",80,655360,zones/europe-west3-a,,False
n4-standard-16,"16 vCPUs, 64 GB RAM",16,65536,zones/europe-west3-a,,False
n4-standard-2,"2 vCPUs, 8 GB RAM",2,8192,zones/europe-west3-a,,False
n4-standard-32,"32 vCPUs, 128 GB RAM",32,131072,zones/europe-west3-a,,False
n4-standard-4,"4 vCPUs, 16 GB RAM",4,16384,zones/europe-west3-a,,False
n4-standard-48,"48 vCPUs, 192 GB RAM",48,196608,zones/europe-west3-a,,False
n4-standard-64,"64 vCPUs, 256 GB RAM",64,262144,zones/europe-west3-a,,False
n4-standard-8,"8 vCPUs, 32 GB RAM",8,32768,zones/europe-west3-a,,False
n4-standard-80,"80 vCPUs, 320 GB RAM",80,327680,zones/europe-west3-a,,False
t2d-standard-1,"1 vCPUs, 4 GB RAM",1,4096,zones/europe-west3-a,,False
t2d-standard-16,"16 vCPUs, 64 GB RAM",16,65536,zones/europe-west3-a,,False
t2d-standard-2,"2 vCPUs, 8 GB RAM",2,8192,zones/europe-west3-a,,False
t2d-standard-32,"32 vCPUs, 128 GB RAM",32,131072,zones/europe-west3-a,,False
t2d-standard-4,"4 vCPUs, 16 GB RAM",4,16384,zones/europe-west3-a,,False
t2d-standard-48,"48 vCPUs, 192 GB RAM",48,196608,zones/europe-west3-a,,False
t2d-standard-60,"60 vCPUs, 240 GB RAM",60,245760,zones/europe-west3-a,,False
t2d-standard-8,"8 vCPUs, 32 GB RAM",8,32768,zones/europe-west3-a,,False
x4-megamem-1440-metal,"1440 vCPUs, 24576 GB RAM",1440,25165824,zones/europe-west3-a,,False
x4-megamem-1920-metal,"1920 vCPUs, 32768 GB RAM",1920,33554432,zones/europe-west3-a,,False
x4-megamem-960-metal,"960 vCPUs, 16384 GB RAM",960,16777216,zones/europe-west3-a,,False
z3-highmem-176,"176 vCPUs, 1408 GB RAM, 12 Local SSDs",176,1441792,zones/europe-west3-a,DEPRECATED,False
z3-highmem-176-standardlssd,"176 vCPUs, 1408 GB RAM, 12 Local SSDs",176,1441792,zones/europe-west3-a,,False
z3-highmem-88,"88 vCPUs, 704 GB RAM, 12 Local SSDs",88,720896,zones/europe-west3-a,DEPRECATED,False
z3-highmem-88-highlssd,"88 vCPUs, 704 GB RAM, 12 Local SSDs",88,720896,zones/europe-west3-a,,False
c2-standard-16,"Compute Optimized: 16 vCPUs, 64 GB RAM",16,65536,zones/europe-west3-b,,False
c2-standard-30,"Compute Optimized: 30 vCPUs, 120 GB RAM",30,122880,zones/europe-west3-b,,False
c2-standard-4,"Compute Optimized: 4 vCPUs, 16 GB RAM",4,16384,zones/europe-west3-b,,False
c2-standard-60,"Compute Optimized: 60 vCPUs, 240 GB RAM",60,245760,zones/europe-west3-b,,False
c2-standard-8,"Compute Optimized: 8 vCPUs, 32 GB RAM",8,32768,zones/europe-west3-b,,False
c2d-highcpu-112,"112 vCPUs, 224 GB RAM",112,229376,zones/europe-west3-b,,False
c2d-highcpu-16,"16 vCPUs, 32 GB RAM",16,32768,zones/europe-west3-b,,False
c2d-highcpu-2,"2 vCPUs, 4 GB RAM",2,4096,zones/europe-west3-b,,False
c2d-highcpu-32,"32 vCPUs, 64 GB RAM",32,65536,zones/europe-west3-b,,False
c2d-highcpu-4,"4 vCPUs, 8 GB RAM",4,8192,zones/europe-west3-b,,False
c2d-highcpu-56,"56 vCPUs, 112 GB RAM",56,114688,zones/europe-west3-b,,False
c2d-highcpu-8,"8 vCPUs, 16 GB RAM",8,16384,zones/europe-west3-b,,False
c2d-highmem-112,"112 vCPUs, 896 GB RAM",112,917504,zones/europe-west3-b,,False
c2d-highmem-16,"16 vCPUs, 128 GB RAM",16,131072,zones/europe-west3-b,,False
c2d-highmem-2,"2 vCPUs, 16 GB RAM",2,16384,zones/europe-west3-b,,False
c2d-highmem-32,"32 vCPUs, 256 GB RAM",32,262144,zones/europe-west3-b,,False
c2d-highmem-4,"4 vCPUs, 32 GB RAM",4,32768,zones/europe-west3-b,,False
c2d-highmem-56,"56 vCPUs, 448 GB RAM",56,458752,zones/europe-west3-b,,False
c2d-highmem-8,"8 vCPUs, 64 GB RAM",8,65536,zones/europe-west3-b,,False
c2d-standard-112,"112 vCPUs, 448 GB RAM",112,458752,zones/europe-west3-b,,False
c2d-standard-16,"16 vCPUs, 64 GB RAM",16,65536,zones/europe-west3-b,,False
c2d-standard-2,"2 vCPUs, 8 GB RAM",2,8192,zones/europe-west3-b,,False
c2d-standard-32,"32 vCPUs, 128 GB RAM",32,131072,zones/europe-west3-b,,False
c2d-standard-4,"4 vCPUs, 16 GB RAM",4,16384,zones/europe-west3-b,,False
c2d-standard-56,"56 vCPUs, 224 GB RAM",56,229376,zones/europe-west3-b,,False
c2d-standard-8,"8 vCPUs, 32 GB RAM",8,32768,zones/europe-west3-b,,False
c3-highcpu-176,"176 vCPUs, 352 GB RAM",176,360448,zones/europe-west3-b,,False
c3-highcpu-22,"22 vCPUs, 44 GB RAM",22,45056,zones/europe-west3-b,,False
c3-highcpu-4,"4 vCPUs, 8 GB RAM",4,8192,zones/europe-west3-b,,False
c3-highcpu-44,"44 vCPUs, 88 GB RAM",44,90112,zones/europe-west3-b,,False
c3-highcpu-8,"8 vCPUs, 16 GB RAM",8,16384,zones/europe-west3-b,,False
c3-highcpu-88,"88 vCPUs, 176 GB RAM",88,180224,zones/europe-west3-b,,False
c3-highmem-176,"176 vCPUs, 1408 GB RAM",176,1441792,zones/europe-west3-b,,False
c3-highmem-192-metal,"Compute Optimized Bare Metal: 192 vCPUs, 1.5 TB RAM",192,1572864,zones/europe-west3-b,,False
c3-highmem-22,"22 vCPUs, 176 GB RAM",22,180224,zones/europe-west3-b,,False
c3-highmem-4,"4 vCPUs, 32 GB RAM",4,32768,zones/europe-west3-b,,False
c3-highmem-44,"44 vCPUs, 352 GB RAM",44,360448,zones/europe-west3-b,,False
c3-highmem-8,"8 vCPUs, 64 GB RAM",8,65536,zones/europe-west3-b,,False
c3-highmem-88,"88 vCPUs, 704 GB RAM",88,720896,zones/europe-west3-b,,False
c3-standard-176,"176 vCPUs, 704 GB RAM",176,720896,zones/europe-west3-b,,False
c3-standard-176-lssd,"176 vCPUs, 704 GB RAM, 32 local SSDs",176,720896,zones/europe-west3-b,,False
c3-standard-22,"22 vCPUs, 88 GB RAM",22,90112,zones/europe-west3-b,,False
c3-standard-22-lssd,"22 vCPUs, 88 GB RAM, 4 local SSDs",22,90112,zones/europe-west3-b,,False
c3-standard-4,"4 vCPUs, 16 GB RAM",4,16384,zones/europe-west3-b,,False
c3-standard-4-lssd,"4 vCPUs, 16 GB RAM, 1 local SSD",4,16384,zones/europe-west3-b,,False
c3-standard-44,"44 vCPUs, 176 GB RAM",44,180224,zones/europe-west3-b,,False
c3-standard-44-lssd,"44 vCPUs, 176 GB RAM, 8 local SSDs",44,180224,zones/europe-west3-b,,False
c3-standard-8,"8 vCPUs, 32 GB RAM",8,32768,zones/europe-west3-b,,False
c3-standard-8-lssd,"8 vCPUs, 32 GB RAM, 2 local SSDs",8,32768,zones/europe-west3-b,,False
c3-standard-88,"88 vCPUs, 352 GB RAM",88,360448,zones/europe-west3-b,,False
c3-standard-88-lssd,"88 vCPUs, 352 GB RAM, 16 local SSDs",88,360448,zones/europe-west3-b,,False
c3d-highcpu-16,"16 vCPUs, 32 GB RAM",16,32768,zones/europe-west3-b,,False
c3d-highcpu-180,"180 vCPUs, 354 GB RAM",180,362496,zones/europe-west3-b,,False
c3d-highcpu-30,"30 vCPUs, 59 GB RAM",30,60416,zones/europe-west3-b,,False
c3d-highcpu-360,"360 vCPUs, 708 GB RAM",360,724992,zones/europe-west3-b,,False
c3d-highcpu-4,"4 vCPUs, 8 GB RAM",4,8192,zones/europe-west3-b,,False
c3d-highcpu-60,"60 vCPUs, 118 GB RAM",60,120832,zones/europe-west3-b,,False
c3d-highcpu-8,"8 vCPUs, 16 GB RAM",8,16384,zones/europe-west3-b,,False
c3d-highcpu-90,"90 vCPUs, 177 GB RAM",90,181248,zones/europe-west3-b,,False
c3d-highmem-16,"16 vCPUs, 128 GB RAM",16,131072,zones/europe-west3-b,,False
c3d-highmem-180,"180 vCPUs, 1440 GB RAM",180,1474560,zones/europe-west3-b,,False
c3d-highmem-30,"30 vCPUs, 240 GB RAM",30,245760,zones/europe-west3-b,,False
c3d-highmem-360,"360 vCPUs, 2880 GB RAM",360,2949120,zones/europe-west3-b,,False
c3d-highmem-4,"4 vCPUs, 32 GB RAM",4,32768,zones/europe-west3-b,,False
c3d-highmem-60,"60 vCPUs, 480 GB RAM",60,491520,zones/europe-west3-b,,False
c3d-highmem-8,"8 vCPUs, 64 GB RAM",8,65536,zones/europe-west3-b,,False
c3d-highmem-90,"90 vCPUs, 720 GB RAM",90,737280,zones/europe-west3-b,,False
c3d-standard-16,"16 vCPUs, 64 GB RAM",16,65536,zones/europe-west3-b,,False
c3d-standard-16-lssd,"16 vCPUs, 64 GB RAM, 1 local SSD",16,65536,zones/europe-west3-b,,False
c3d-standard-180,"180 vCPUs, 720 GB RAM",180,737280,zones/europe-west3-b,,False
c3d-standard-180-lssd,"180 vCPUs, 720 GB RAM, 16 local SSDs",180,737280,zones/europe-west3-b,,False
c3d-standard-30,"30 vCPUs, 120 GB RAM",30,122880,zones/europe-west3-b,,False
c3d-standard-30-lssd,"30 vCPUs, 120 GB RAM, 2 local SSDs",30,122880,zones/europe-west3-b,,False
c3d-standard-360,"360 vCPUs, 1440 GB RAM",360,1474560,zones/europe-west3-b,,False
c3d-standard-360-lssd,"360 vCPUs, 1440 GB RAM, 32 local SSDs",360,1474560,zones/europe-west3-b,,False
c3d-standard-4,"4 vCPUs, 16 GB RAM",4,16384,zones/europe-west3-b,,False
c3d-standard-60,"60 vCPUs, 240 GB RAM",60,245760,zones/europe-west3-b,,False
c3d-standard-60-lssd,"60 vCPUs, 240 GB RAM, 4 local SSDs",60,245760,zones/europe-west3-b,,False
c3d-standard-8,"8 vCPUs, 32 GB RAM",8,32768,zones/europe-west3-b,,False
c3d-standard-8-lssd,"8 vCPUs, 32 GB RAM, 1 local SSD",8,32768,zones/europe-west3-b,,False
c3d-standard-90,"90 vCPUs, 360 GB RAM",90,368640,zones/europe-west3-b,,False
c3d-standard-90-lssd,"90 vCPUs, 360 GB RAM, 8 local SSDs",90,368640,zones/europe-west3-b,,False
c4-highcpu-16,"16 vCPUs, 32 GB RAM",16,32768,zones/europe-west3-b,,False
c4-highcpu-192,"192 vCPUs, 384 GB RAM",192,393216,zones/europe-west3-b,,False
c4-highcpu-2,"2 vCPUs, 4 GB RAM",2,4096,zones/europe-west3-b,,False
c4-highcpu-24,"24 vCPUs, 48 GB RAM",24,49152,zones/europe-west3-b,,False
c4-highcpu-32,"32 vCPUs, 64 GB RAM",32,65536,zones/europe-west3-b,,False
c4-highcpu-4,"4 vCPUs, 8 GB RAM",4,8192,zones/europe-west3-b,,False
c4-highcpu-48,"48 vCPUs, 96 GB RAM",48,98304,zones/europe-west3-b,,False
c4-highcpu-8,"8 vCPUs, 16 GB RAM",8,16384,zones/europe-west3-b,,False
c4-highcpu-96,"96 vCPUs, 192 GB RAM",96,196608,zones/europe-west3-b,,False
c4-highmem-16,"16 vCPUs, 124 GB RAM",16,126976,zones/europe-west3-b,,False
c4-highmem-192,"192 vCPUs, 1488 GB RAM",192,1523712,zones/europe-west3-b,,False
c4-highmem-2,"2 vCPUs, 15 GB RAM",2,15360,zones/europe-west3-b,,False
c4-highmem-24,"24 vCPUs, 186 GB RAM",24,190464,zones/europe-west3-b,,False
c4-highmem-32,"32 vCPUs, 248 GB RAM",32,253952,zones/europe-west3-b,,False
c4-highmem-4,"4 vCPUs, 31 GB RAM",4,31744,zones/europe-west3-b,,False
c4-highmem-48,"48 vCPUs, 372 GB RAM",48,380928,zones/europe-west3-b,,False
c4-highmem-8,"8 vCPUs, 62 GB RAM",8,63488,zones/europe-west3-b,,False
c4-highmem-96,"96 vCPUs, 744 GB RAM",96,761856,zones/europe-west3-b,,False
c4-standard-16,"16 vCPUs, 60 GB RAM",16,61440,zones/europe-west3-b,,False
c4-standard-192,"192 vCPUs, 720 GB RAM",192,737280,zones/europe-west3-b,,False
c4-standard-2,"2 vCPUs, 7 GB RAM",2,7168,zones/europe-west3-b,,False
c4-standard-24,"24 vCPUs, 90 GB RAM",24,92160,zones/europe-west3-b,,False
c4-standard-32,"32 vCPUs, 120 GB RAM",32,122880,zones/europe-west3-b,,False
c4-standard-4,"4 vCPUs, 15 GB RAM",4,15360,zones/europe-west3-b,,False
c4-standard-48,"48 vCPUs, 180 GB RAM",48,184320,zones/europe-west3-b,,False
c4-standard-8,"8 vCPUs, 30 GB RAM",8,30720,zones/europe-west3-b,,False
c4-standard-96,"96 vCPUs, 360 GB RAM",96,368640,zones/europe-west3-b,,False
c4a-highcpu-1,"1 vCPUs, 2 GB RAM",1,2048,zones/europe-west3-b,,False
c4a-highcpu-16,"16 vCPUs, 32 GB RAM",16,32768,zones/europe-west3-b,,False
c4a-highcpu-2,"2 vCPUs, 4 GB RAM",2,4096,zones/europe-west3-b,,False
c4a-highcpu-32,"32 vCPUs, 64 GB RAM",32,65536,zones/europe-west3-b,,False
c4a-highcpu-4,"4 vCPUs, 8 GB RAM",4,8192,zones/europe-west3-b,,False
c4a-highcpu-48,"48 vCPUs, 96 GB RAM",48,98304,zones/europe-west3-b,,False
c4a-highcpu-64,"64 vCPUs, 128 GB RAM",64,131072,zones/europe-west3-b,,False
c4a-highcpu-72,"72 vCPUs, 144 GB RAM",72,147456,zones/europe-west3-b,,False
c4a-highcpu-8,"8 vCPUs, 16 GB RAM",8,16384,zones/europe-west3-b,,False
c4a-highmem-1,"1 vCPUs, 8 GB RAM",1,8192,zones/europe-west3-b,,False
c4a-highmem-16,"16 vCPUs, 128 GB RAM",16,131072,zones/europe-west3-b,,False
c4a-highmem-16-lssd,"16 vCPUs, 128 GB RAM, 4 local SSD",16,131072,zones/europe-west3-b,,False
c4a-highmem-2,"2 vCPUs, 16 GB RAM",2,16384,zones/europe-west3-b,,False
c4a-highmem-32,"32 vCPUs, 256 GB RAM",32,262144,zones/europe-west3-b,,False
c4a-highmem-32-lssd,"32 vCPUs, 256 GB RAM, 6 local SSD",32,262144,zones/europe-west3-b,,False
c4a-highmem-4,"4 vCPUs, 32 GB RAM",4,32768,zones/europe-west3-b,,False
c4a-highmem-4-lssd,"4 vCPUs, 32 GB RAM, 1 local SSD",4,32768,zones/europe-west3-b,,False
c4a-highmem-48,"48 vCPUs, 384 GB RAM",48,393216,zones/europe-west3-b,,False
c4a-highmem-48-lssd,"48 vCPUs, 384 GB RAM, 10 local SSD",48,393216,zones/europe-west3-b,,False
c4a-highmem-64,"64 vCPUs, 512 GB RAM",64,524288,zones/europe-west3-b,,False
c4a-highmem-64-lssd,"64 vCPUs, 512 GB RAM, 14 local SSD",64,524288,zones/europe-west3-b,,False
c4a-highmem-72,"72 vCPUs, 576 GB RAM",72,589824,zones/europe-west3-b,,False
c4a-highmem-72-lssd,"72 vCPUs, 576 GB RAM, 16 local SSD",72,589824,zones/europe-west3-b,,False
c4a-highmem-8,"8 vCPUs, 64 GB RAM",8,65536,zones/europe-west3-b,,False
c4a-highmem-8-lssd,"8 vCPUs, 64 GB RAM, 2 local SSD",8,65536,zones/europe-west3-b,,False
c4a-standard-1,"1 vCPUs, 4 GB RAM",1,4096,zones/europe-west3-b,,False
c4a-standard-16,"16 vCPUs, 64 GB RAM",16,65536,zones/europe-west3-b,,False
c4a-standard-16-lssd,"16 vCPUs, 64 GB RAM, 4 local SSD",16,65536,zones/europe-west3-b,,False
c4a-standard-2,"2 vCPUs, 8 GB RAM",2,8192,zones/europe-west3-b,,False
c4a-standard-32,"32 vCPUs, 128 GB RAM",32,131072,zones/europe-west3-b,,False
c4a-standard-32-lssd,"32 vCPUs, 128 GB RAM, 6 local SSD",32,131072,zones/europe-west3-b,,False
c4a-standard-4,"4 vCPUs, 16 GB RAM",4,16384,zones/europe-west3-b,,False
c4a-standard-4-lssd,"4 vCPUs, 16 GB RAM, 1 local SSD",4,16384,zones/europe-west3-b,,False
c4a-standard-48,"48 vCPUs, 192 GB RAM",48,196608,zones/europe-west3-b,,False
c4a-standard-48-lssd,"48 vCPUs, 192 GB RAM, 10 local SSD",48,196608,zones/europe-west3-b,,False
c4a-standard-64,"64 vCPUs, 256 GB RAM",64,262144,zones/europe-west3-b,,False
c4a-standard-64-lssd,"64 vCPUs, 256 GB RAM, 14 local SSD",64,262144,zones/europe-west3-b,,False
c4a-standard-72,"72 vCPUs, 288 GB RAM",72,294912,zones/europe-west3-b,,False
c4a-standard-72-lssd,"72 vCPUs, 288 GB RAM, 16 local SSD",72,294912,zones/europe-west3-b,,False
c4a-standard-8,"8 vCPUs, 32 GB RAM",8,32768,zones/europe-west3-b,,False
c4a-standard-8-lssd,"8 vCPUs, 32 GB RAM, 2 local SSD",8,32768,zones/europe-west3-b,,False
c4d-highmem-16,"16 vCPUs, 126 GB RAM",16,129024,zones/europe-west3-b,,False
c4d-highmem-192,"192 vCPUs, 1512 GB RAM",192,1548288,zones/europe-west3-b,,False
c4d-highmem-2,"2 vCPUs, 15 GB RAM",2,15360,zones/europe-west3-b,,False
c4d-highmem-32,"32 vCPUs, 252 GB RAM",32,258048,zones/europe-west3-b,,False
c4d-highmem-384,"384 vCPUs, 3024 GB RAM",384,3096576,zones/europe-west3-b,,False
c4d-highmem-4,"4 vCPUs, 31 GB RAM",4,31744,zones/europe-west3-b,,False
c4d-highmem-48,"48 vCPUs, 378 GB RAM",48,387072,zones/europe-west3-b,,False
c4d-highmem-64,"64 vCPUs, 504 GB RAM",64,516096,zones/europe-west3-b,,False
c4d-highmem-8,"8 vCPUs, 63 GB RAM",8,64512,zones/europe-west3-b,,False
c4d-highmem-96,"96 vCPUs, 756 GB RAM",96,774144,zones/europe-west3-b,,False
c4d-standard-16,"16 vCPUs, 62 GB RAM",16,63488,zones/europe-west3-b,,False
c4d-standard-192,"192 vCPUs, 744 GB RAM",192,761856,zones/europe-west3-b,,False
c4d-standard-2,"2 vCPUs, 7 GB RAM",2,7168,zones/europe-west3-b,,False
c4d-standard-32,"32 vCPUs, 124 GB RAM",32,126976,zones/europe-west3-b,,False
c4d-standard-384,"384 vCPUs, 1488 GB RAM",384,1523712,zones/europe-west3-b,,False
c4d-standard-4,"4 vCPUs, 15 GB RAM",4,15360,zones/europe-west3-b,,False
c4d-standard-48,"48 vCPUs, 186 GB RAM",48,190464,zones/europe-west3-b,,False
c4d-standard-64,"64 vCPUs, 248 GB RAM",64,253952,zones/europe-west3-b,,False
c4d-standard-8,"8 vCPUs, 31 GB RAM",8,31744,zones/europe-west3-b,,False
c4d-standard-96,"96 vCPUs, 372 GB RAM",96,380928,zones/europe-west3-b,,False
e2-highcpu-16,"Efficient Instance, 16 vCPUs, 16 GB RAM",16,16384,zones/europe-west3-b,,False
e2-highcpu-2,"Efficient Instance, 2 vCPUs, 2 GB RAM",2,2048,zones/europe-west3-b,,False
e2-highcpu-32,"Efficient Instance, 32 vCPUs, 32 GB RAM",32,32768,zones/europe-west3-b,,False
e2-highcpu-4,"Efficient Instance, 4 vCPUs, 4 GB RAM",4,4096,zones/europe-west3-b,,False
e2-highcpu-8,"Efficient Instance, 8 vCPUs, 8 GB RAM",8,8192,zones/europe-west3-b,,False
e2-highmem-16,"Efficient Instance, 16 vCPUs, 128 GB RAM",16,131072,zones/europe-west3-b,,False
e2-highmem-2,"Efficient Instance, 2 vCPUs, 16 GB RAM",2,16384,zones/europe-west3-b,,False
e2-highmem-4,"Efficient Instance, 4 vCPUs, 32 GB RAM",4,32768,zones/europe-west3-b,,False
e2-highmem-8,"Efficient Instance, 8 vCPUs, 64 GB RAM",8,65536,zones/europe-west3-b,,False
e2-medium,"Efficient Instance, 2 vCPU (1/2 shared physical core) and 4 GB RAM",2,4096,zones/europe-west3-b,,True
e2-micro,"Efficient Instance, 2 vCPU (1/8 shared physical core) and 1 GB RAM",2,1024,zones/europe-west3-b,,True
e2-small,"Efficient Instance, 2 vCPU (1/4 shared physical core) and 2 GB RAM",2,2048,zones/europe-west3-b,,True
e2-standard-16,"Efficient Instance, 16 vCPUs, 64 GB RAM",16,65536,zones/europe-west3-b,,False
e2-standard-2,"Efficient Instance, 2 vCPUs, 8 GB RAM",2,8192,zones/europe-west3-b,,False
e2-standard-32,"Efficient Instance, 32 vCPUs, 128 GB RAM",32,131072,zones/europe-west3-b,,False
e2-standard-4,"Efficient Instance, 4 vCPUs, 16 GB RAM",4,16384,zones/europe-west3-b,,False
e2-standard-8,"Efficient Instance, 8 vCPUs, 32 GB RAM",8,32768,zones/europe-west3-b,,False
f1-micro,1 vCPU (shared physical core) and 0.6 GB RAM,1,614,zones/europe-west3-b,,True
g1-small,1 vCPU (shared physical core) and 1.7 GB RAM,1,1740,zones/europe-west3-b,,True
g2-standard-12,"Graphics Optimized: 1 NVIDIA L4 GPU, 12 vCPUs, 48GB RAM",12,49152,zones/europe-west3-b,,False
